M183,"TEXTILE HANDWORKS CO.,","NO.9 PHAN CHAT WUN U SHWE OH ST, ZONE (2) HLAING THAYARTSP."
M184,"THE MYTH APPAREL MYANMAR CO.,","NO-120, SHWE BO STREET, INDUSTRIAL ZONE (7), HLAINGTHARYAR TSP, YANGON."
M185,"THE RED STONE  CO.,","42/ 152-153 , I.ZONE(3) STREET, SHWE PYI THAR TSP."
M186,THIRI SANDAR G.& GENERAL TRADING CO-OP SOCIETY,"LOWER MINGALARDON RD, AUNG SAN WARD, INSEIN."
M187,"THU KHA MANDAING MFG., CO.,","72, KANAUNG MINTHARGYI ST, I.Z(1), 42 W, SHWEPYITHAR."
M188,"THY GARMENT CO.,","NO.19/381, KANAUNG MINTHARGYI ST, SHWE PAUK KAN INDUSTRIA ZONE, YANGON."
M189,"TOE MYAT AUNG MFG CO.,","NO.109, BO AUNG KYAW STREET, SHWE THAN LWIN, INDUSTRIAL ZONE, HLAING THAR YAR TSP, YANGON."
M190,"TOKYO IN MYANMAR CO.,","PLOT NO. (A-10), MINGALARDON INDUSTRIAL PARK, MINGALARDON TSP, YANGON."
M191,"TOP BANNER CO.,","NO.173 (A+B), STRAND ROAD, INDUSTRIAL ZONE (4), HLAING THARYAR TSP, YGN."
M192,"TOUGH WAY GARMENT MFG CO.,","NO. 42/52, KANAUNG MIN THAR GYI STREET, INDUSTRIAL ZONE(1), SHWE PYI THAR TSP, YANGON."
M193,"TRI SEA CO.,","(G.P) 224, KANAUNGMINTHARGYI ST, I.Z(2), HLAING THARYAR."
M194,"TRISTATE MYANMAR CO.,","NO.42, PYIN MA BIN INDUSTRIAL PARK, HTAUK KYANT, MINGALARDON TSP, YANGON."
M195,"TRUE FAITH CO.,","NO.60/75,CORNER OF BOTAZA ST & INWA ST, SHWE PAUK KAN INDUSTRIA ZONE, NORTH OKKALAPA TSP, YANGON."
M196,"TYCOON INT'L CO.,","122/PHAN CHET WUN U MYUE ST, I.Z(1), HLAING THARYAR."
M197,"U.M.H CO.,","28(A)/538(A), NO.4, MAIN RD, SHWE PYI THAR, YANGON, NO.(441), PYINMAPIN ROAD, HTAUKYANT, MINGALARDON TSP, YANGON."
M198,"UNIQUE HTT CO.,","NO. (13), NO. (25), CONNER OF U SHWE SIN ROAD & U MY ROAD, SHWE LIN PAN INDUSTRIAL ZONE, HLAING THARYAR TSP, YANGON."
M199,UNITED WORLD GARMENT CO,NO. 45 (A/B) KANOUNG MINTHARGYI STREET. SHWE PYI THAR INDUSTRIAL ZONE-1.
M200,"UNITY SPORTS CO.,","MYAY TAING NO.25, PLOT NO.397, MYA TAUNG WUN U HMO STREET, SHWE LIN BAN INDUSTRIAL ZONE, HLAING THARYAR TOWNSHIP, YANGON."
M201,"UNIVERSAL APPAREL CO.,","NO.24, PLOT NO.6, NGWE PIN LAE, THAUNG KYI NORTH, INDUSTRIAL ZONE, YANGON."
M202,"VERSATILE CO.,","221, MYINWUN U AG THU ST, I.Z(2), HLAING THARYAR."
M203,"VOGUE GARMENT CO.,","NO.42/43 INDUSTRIAL ROAD, INDUSTRIAL ZONE-1, SHWEPYITHAR TSP. YANGON."
M204,"WA MINN MINING CO.,","NO.139(B), CONNER OF U TUN NYO STREET & SAYARSAN STREET, INDUSTRIAL ZONE (2), HLAINGTHARYAR TSP, YANGON."
M205,"WENG HONG HUNG GARMENT MFG.,  (YGN) CO.,","NO.78, U SHWE OAE RD, I.Z(3), HLAING THARYAR."
M206,"WHITE CRANE TEXTILE CO.,",NO.273-272 MIN GYI MA HAR MIN KHANG STREET . SHWE LINPAN INDUSTRIAL . ZONE (2).
M207,"WHITE OWL FASHION CO.,","NO.41. U MYU ST, INDUSTRIAL ZONE (4), SHWE PYI THAR TSP, YANGON."
M208,"WIN GARMENT MFG. CO.,","182, MAKHAYAR MINTHARGYI MG PYO ST., I.Z(2), HLAING THARYA."
M209,"WIN GLORY INTERNATIONAL MFG CO.,","NO.(42), BAMAW AHTWIN WUN ST, INDUSTRIAL ZONE (3), HLAING THAR YAR TSP, YANGON."
M210,"WIN MAPLE CO.,","TAUNG THONE LONE VILLAGE, SHWEMINWUN STREET, BAGO DIVISION."
M211,"WINNER WORLD GARMENT MFG.,CO.,","NO.5/6/7, MYITKYINAR ST, ZONE(1), SOUTH DAGON, TOWNSHIP."
M212,"WORLD APPAREL MFG., CO.,","PLOT NO. (64), NO.(139/149), SHWE PYI THAR BRIDGE RD, INDUSTRIAL ZONE (3), SHWE PYI THAR TOWNSHIP, YANGON."
M213,"WORLD FASHION CO.,","NO.84, THAN CHAT WUN U NYUNT STREET, INDUSTRIAL ZONE (2), SHWE PYI THAR TSP."
M214,"WORLD FULL'S MFG.,CO.,","35(A), BAMAW AHTWINWUN ST, I.Z(2), DAGON SEIKKAN."
M215,"YANGON KNITTERS INDY CO.,","NO.(71), (2) STREET, MINGALARDON GARDEN CITY, YANGON INDUSTRIAL ZONE, NORTH OKKALAPA TSP, YANGON."
M216,"YANGON LOTUS GARMENT CO.,","109/ MAKHAYAR MTG MG PYOE ST., I.Z(2), HLAING THARYAR."
M217,"YANGON PAN-PACIFIC INT'L CO.,","29/1, KAMARKYI RD, THUWUNNA, THINGANGYUN TSP."
M218,YANGTZEKIANG INDUSTRIES (MYANMAR),"NO.7, BAGO INDUSTRIAL ESTATE."
M219,YOUNG CLOTHING,"PLOT NO. (182/2) & (182/11), SHWE LIN PAN INDUSTRIAL ZONE, HLAING THARYAR TOWNSHIP, YANGON."
M220,"ZIN YAW PHYU CO.,",127/ PHAN CHAT WUN U NYO ST. HLAINGTHARYAR.
M221,ZKG (MYM),"NO.271, WARD 25TH, CORNER OF PANBE GAUNG MAUNG KHET ST, U TAYOKE STREET, SHWE LIN PAN INDUSTRIAL ZONE, HLAING THAR YAR TSP, YANGON."
M222,"ZUYUAN EDENWEISS SANWA INDUSTRY CO.,","NO.82, U CHEIN STREET, INDUSTRIAL ZONE (2), HLAING THARYAR TOWNSHIP, YANGON."
